data,sample_size,RMSE,MAE,time_took,kernel
abalone,2960,10.31595458,9.835135135,13.135907,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,3200,10.35543336,9.87,15.965393,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,80,1.787648123,1.290028498,0.387651,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,320,10.70864137,10,0.249894,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,560,10.64022019,10.07142857,0.764658,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,800,10.78540681,10.225,1.490122,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1040,10.98040212,10.40769231,2.051962,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1280,10.69667004,10.16875,2.760112,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1520,10.50375873,10.01842105,3.489627,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1760,10.64147119,10.07727273,4.586221,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2000,10.42161216,9.934,5.81433,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2240,10.37192295,9.8375,7.386625,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2480,10.56439547,10.02580645,8.941842,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2720,10.44706545,9.944117647,10.926901,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2960,10.27000355,9.772972973,13.117041,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,3200,10.71517615,10.1675,15.936323,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,80,3.043249518,2.268093345,0.26808,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,320,10.15689421,9.7625,0.252834,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,560,10.26157883,9.828571429,0.758547,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,800,9.838444999,9.355,1.538214,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1040,10.18256428,9.607692308,2.056625,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1280,10.30306386,9.859375,2.818623,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1520,9.995525315,9.521052632,3.607457,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,1760,10.28679648,9.809090909,4.620439,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2000,10.49666614,9.984,5.820641,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2240,10.18708917,9.691071429,7.395641,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2480,10.67685166,10.11774194,8.993976,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2720,10.494116,9.952941176,10.963636,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,2960,10.3261018,9.844594595,13.136049,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,3200,10.40474651,9.94375,16.01933,"RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)"
abalone,80,5.005900356,,0.041294,RBF(length_scale=0.1)
abalone,480,10.37585338,,0.140612,RBF(length_scale=0.1)
abalone,880,10.86926442,,0.547491,RBF(length_scale=0.1)
abalone,1280,10.78019017,,1.546115,RBF(length_scale=0.1)
abalone,1680,10.67997681,,2.62117,RBF(length_scale=0.1)
abalone,2080,10.20331771,,4.371729,RBF(length_scale=0.1)
abalone,2480,10.4800117,,6.365683,RBF(length_scale=0.1)
abalone,2880,10.3103912,,9.12934,RBF(length_scale=0.1)
abalone,3280,10.5559485,,12.264306,RBF(length_scale=0.1)
abalone,80,5.432204937,4.122710911,0.041223,RBF(length_scale=0.1)
abalone,320,10.05919977,9.5625,0.068171,RBF(length_scale=0.1)
abalone,560,10.62846582,10.00714286,0.196838,RBF(length_scale=0.1)
abalone,800,10.2396289,9.88,0.450291,RBF(length_scale=0.1)
abalone,1040,10.80704898,10.21538462,0.840692,RBF(length_scale=0.1)
abalone,1280,10.76916896,10.16875,1.528713,RBF(length_scale=0.1)
abalone,1520,10.6622798,10.12105263,2.031114,RBF(length_scale=0.1)
abalone,1760,10.44368012,9.897727273,3.004459,RBF(length_scale=0.1)
abalone,2000,10.32927877,9.818,4.034164,RBF(length_scale=0.1)
abalone,2240,10.38757843,9.858928571,5.215606,RBF(length_scale=0.1)
abalone,2480,10.70069338,10.14677419,6.343622,RBF(length_scale=0.1)
abalone,2720,10.70630655,10.11029412,7.832839,RBF(length_scale=0.1)
abalone,2960,10.58166441,10.01486486,9.551181,RBF(length_scale=0.1)
abalone,3200,10.42011276,9.90625,11.745758,RBF(length_scale=0.1)
abalone,80,2.850775782,2.23399129,0.041002,RBF(length_scale=0.1)
abalone,320,11.22998219,10.6625,0.067548,RBF(length_scale=0.1)
abalone,560,10.13163363,9.735714286,0.197798,RBF(length_scale=0.1)
abalone,800,10.26839812,9.75,0.449677,RBF(length_scale=0.1)
abalone,1040,10.18652957,9.673076923,0.842626,RBF(length_scale=0.1)
abalone,1280,10.64835668,10.06875,1.541071,RBF(length_scale=0.1)
abalone,1520,10.30942338,9.815789474,2.035192,RBF(length_scale=0.1)
abalone,1760,10.5,10,3.022179,RBF(length_scale=0.1)
abalone,2000,10.37034233,9.812,4.02385,RBF(length_scale=0.1)
abalone,2240,10.26905894,9.753571429,5.223073,RBF(length_scale=0.1)
abalone,2480,10.59496228,10.00806452,6.368452,RBF(length_scale=0.1)
abalone,2720,10.59578162,10.05,7.881698,RBF(length_scale=0.1)
abalone,2960,10.31746093,9.825675676,9.571855,RBF(length_scale=0.1)
abalone,3200,10.57697972,10.0275,11.758135,RBF(length_scale=0.1)
abalone,80,3.863918337,3.00037447,0.044608,RBF(length_scale=0.1)
abalone,320,10.55521198,10.1375,0.068491,RBF(length_scale=0.1)
abalone,560,10.25566046,9.807142857,0.192895,RBF(length_scale=0.1)
abalone,800,10.19460642,9.68,0.44461,RBF(length_scale=0.1)
abalone,1040,10.42242405,10.07307692,0.820479,RBF(length_scale=0.1)
abalone,1280,10.4592961,9.934375,1.582282,RBF(length_scale=0.1)
abalone,1520,10.40382015,9.892105263,2.135788,RBF(length_scale=0.1)
abalone,1760,10.35703538,9.831818182,3.056991,RBF(length_scale=0.1)
abalone,2000,10.62722918,10.114,4.021457,RBF(length_scale=0.1)
abalone,2240,10.44748774,9.939285714,5.230206,RBF(length_scale=0.1)
abalone,2480,10.29414177,9.840322581,6.402088,RBF(length_scale=0.1)
abalone,2720,10.48030366,9.913235294,7.914914,RBF(length_scale=0.1)
abalone,2960,10.38105082,9.906756757,9.579179,RBF(length_scale=0.1)
abalone,3200,10.39753577,9.94375,11.773409,RBF(length_scale=0.1)
abalone,80,9.51052049,,0.009983,RBF(length_scale=1)
abalone,80,11.74946807,,0.011092,RBF(length_scale=1)
abalone,480,10.48570455,,0.144523,RBF(length_scale=1)
abalone,880,10.57226216,,0.545757,RBF(length_scale=1)
abalone,1280,10.42443044,,1.542177,RBF(length_scale=1)
abalone,1680,10.46593112,,2.633806,RBF(length_scale=1)
abalone,2080,10.39397015,,4.363973,RBF(length_scale=1)
abalone,2480,10.25827754,,6.381186,RBF(length_scale=1)
abalone,2880,10.56836211,,9.1455,RBF(length_scale=1)
abalone,3280,10.4452113,,12.259316,RBF(length_scale=1)
abalone,80,9.615092303,9.25,0.011419,RBF(length_scale=1)
abalone,320,10.17226622,9.775,0.067734,RBF(length_scale=1)
abalone,560,10.25949038,9.914285714,0.197345,RBF(length_scale=1)
abalone,800,11.28472419,10.625,0.440232,RBF(length_scale=1)
abalone,1040,10.58663889,10.04615385,0.831824,RBF(length_scale=1)
abalone,1280,10.28196236,9.86875,1.523622,RBF(length_scale=1)
abalone,1520,10.59555518,10.09736842,2.011501,RBF(length_scale=1)
abalone,1760,10.32307653,9.847727273,3.005871,RBF(length_scale=1)
abalone,2000,10.27745105,9.73,4.030343,RBF(length_scale=1)
abalone,2240,10.59910711,10.06964286,5.207668,RBF(length_scale=1)
abalone,2480,10.28708868,9.830645161,6.34512,RBF(length_scale=1)
abalone,2720,10.40595135,9.910294118,7.870513,RBF(length_scale=1)
abalone,2960,10.74640103,10.16351351,9.538553,RBF(length_scale=1)
abalone,3200,10.24493777,9.76375,11.746618,RBF(length_scale=1)
abalone,80,10.15381702,9.5,0.01728,RBF(length_scale=1)
abalone,320,9.8836987,9.5125,0.067646,RBF(length_scale=1)
abalone,560,10.06195096,9.671428571,0.197765,RBF(length_scale=1)
abalone,800,10.60330137,10.07,0.441974,RBF(length_scale=1)
abalone,1040,9.966675242,9.465384615,0.841291,RBF(length_scale=1)
abalone,1280,10.60365503,10.125,1.553542,RBF(length_scale=1)
abalone,1520,10.17931339,9.744736842,2.027597,RBF(length_scale=1)
abalone,1760,10.61035086,10.02045455,3.003231,RBF(length_scale=1)
abalone,2000,10.30795809,9.87,4.043208,RBF(length_scale=1)
abalone,2240,10.41856173,9.932142857,5.217492,RBF(length_scale=1)
abalone,2480,10.30330357,9.829032258,6.369712,RBF(length_scale=1)
abalone,2720,10.39838788,9.941176471,7.855183,RBF(length_scale=1)
abalone,2960,10.42709568,9.905405405,9.572612,RBF(length_scale=1)
abalone,3200,10.36213057,9.87625,11.769578,RBF(length_scale=1)
abalone,80,10.89495296,10.2,0.017063,RBF(length_scale=1)
abalone,320,9.839334327,9.5125,0.072671,RBF(length_scale=1)
abalone,560,10.3916175,9.928571429,0.205484,RBF(length_scale=1)
abalone,800,10.58253278,10.1,0.464863,RBF(length_scale=1)
abalone,1040,10.61602562,10.09230769,0.836761,RBF(length_scale=1)
abalone,1280,10.50996551,9.934375,1.578202,RBF(length_scale=1)
abalone,1520,10.62469814,10.08421053,2.129934,RBF(length_scale=1)
abalone,1760,10.33297898,9.838636364,3.053069,RBF(length_scale=1)
abalone,2000,10.43772006,9.958,4.038886,RBF(length_scale=1)
abalone,2240,10.34666958,9.835714286,5.203068,RBF(length_scale=1)
abalone,2480,10.49346955,10.01935484,6.40342,RBF(length_scale=1)
abalone,2720,10.57083947,10.025,7.90596,RBF(length_scale=1)
abalone,2960,10.53032943,9.971621622,9.572466,RBF(length_scale=1)
abalone,3200,10.29223008,9.855,11.779088,RBF(length_scale=1)
