"sample_size","time.taken","RMSE","MAE"
NA,NA,NA,NA
100,0.421012401580811,16.3525670084284,8.49411800001244
600,1.97515296936035,9.5519638618933,5.46490448707767
1100,3.41347932815552,7.79737582692,4.60756412878527
1600,5.13315892219543,6.35266242950769,3.87074050704634
2100,7.0235013961792,6.19960094217046,3.63968970532117
2600,8.64363574981689,5.61957213016001,3.39630746733465
3100,10.6390018463135,4.76893668797177,2.98402511940363
3600,12.2233414649963,4.89045517601609,3.03495341181742
4100,14.1013102531433,4.85771938193573,2.93308065296206
4600,15.2362065315247,4.44368269764936,2.72650897448988
5100,15.0903358459473,4.45786502936421,2.6792360791664
5600,15.4304270744324,4.15202086078333,2.53206940242267
6100,15.7016479969025,4.31347891912352,2.57241941449277
6600,16.3211801052094,4.21072251825328,2.49612033682367
7100,16.0900366306305,4.0993380368554,2.41844800102676
7600,15.9413979053497,3.82433475954558,2.29271410931979
8100,15.762175321579,3.78636262921688,2.2902647194526
8600,16.1889269351959,3.80805792692147,2.24317966109525
9100,16.353592634201,3.72666081832188,2.23007248296195
9600,16.7859086990356,3.62593568586124,2.16206310611439
10100,16.3564507961273,3.41575873282463,2.06831115020668
10600,16.4379217624664,3.52236732415174,2.04225055473758
11100,16.4823808670044,3.31557467671103,2.00243906848499
11600,16.3653709888458,3.29417640684905,1.95607745689058
12100,16.5243744850159,3.27196966809296,1.90362087705503
12600,16.5347383022308,3.16482883353679,1.89857660462493
13100,16.4451308250427,3.10776146833654,1.81771349234119
13600,16.4401772022247,3.28964732441571,1.88942477828195
14100,16.7846696376801,2.8650001492905,1.72569513749064
14600,16.7077424526215,3.02375392021567,1.76753963605313
15100,16.8043150901794,3.04369592500128,1.76168778416466
15600,16.7424991130829,2.93176019376237,1.74042092215646
16100,17.125118970871,2.90021520276476,1.71536933966307
16600,17.1696619987488,2.87277437830973,1.66734664441751
17100,16.7782247066498,2.83983112777586,1.62425569122054
17600,16.6387860774994,2.90077568623399,1.65258375113349
18100,17.2022712230682,2.86656485682704,1.61887764997545
18600,16.9352607727051,2.72479045948713,1.5518953021424
19100,17.1578223705292,2.66989667049514,1.55488380129603
19600,17.3119597434998,2.64421217607012,1.5165274741194
20100,17.6104161739349,2.60638314066377,1.5185553479908
20600,17.0799007415771,2.44917374700027,1.48082729020565
21100,16.9981608390808,2.50849495226734,1.46818325251773
21600,17.4354286193848,2.35177074798383,1.38434669572867
22100,17.4533081054688,2.57910596939946,1.45035981070306
22600,17.5364344120026,2.45805857331936,1.39079791279328
23100,17.4683361053467,2.3792723235769,1.36555348318259
23600,17.7162010669708,2.35656609103462,1.37537391254728
24100,17.4121384620667,2.29626274006214,1.34217399889564
24600,17.4947915077209,2.29331203846711,1.34383567366858
25100,17.4714517593384,2.26687808093742,1.30975443072988
25600,17.8834109306335,2.19293721129724,1.26619428697838
26100,17.4064729213715,2.13038642607361,1.23386311627086
26600,17.7799096107483,2.18475632526877,1.28674644857476
27100,17.8868134021759,2.29730426158668,1.27189467743622
27600,17.6525557041168,2.13041644406588,1.25851960086524
28100,17.741072177887,2.13588095463404,1.23235763844426
28600,17.8980557918549,2.03434228804263,1.19628729451443
29100,18.2275452613831,2.00112885993638,1.16747914949794
29600,17.7797901630402,2.0635595348791,1.19172699658176
30100,17.9912989139557,2.04249041025136,1.190750094735
30600,17.9663534164429,2.05546186347927,1.17721921700289
31100,18.0295400619507,1.94594866418492,1.14730672946769
31600,17.8817105293274,1.84544525117792,1.1355983765576
32100,18.1784114837646,1.91635517970282,1.14639500644916
32600,18.2023723125458,1.82430709023748,1.11073203098298
33100,18.3181838989258,2.01679106987105,1.11669779384217
33600,18.6094436645508,1.86096337320774,1.10394692353506
34100,17.9677748680115,1.91146660161392,1.10015753168301
34600,18.2053997516632,1.81822529547544,1.06580499447718
35100,18.4087431430817,1.82267122430523,1.07111977893219
35600,18.3182871341705,1.74771908429221,1.02712137079768
36100,18.4747085571289,1.79412207248806,1.04814499980655
36600,18.6284146308899,1.81184853598316,1.04711814102768
37100,18.48823595047,1.76020653649403,1.0414346529711
37600,18.517950296402,1.63857169817508,0.992530279630768
38100,18.4639096260071,1.68448258452129,0.993758323010927
38600,18.7221128940582,1.65597208757331,0.996317702019348
39100,18.4002277851105,1.57540400542513,0.95889250010719
39600,18.2080676555634,1.64205072763121,0.994448049039478
40100,18.9508621692657,1.61873798407981,0.983110680491662
40600,18.7425758838654,1.61447201793754,0.961470365351104
41100,18.6832547187805,1.53538383547378,0.92880926106642
41600,18.6933500766754,1.59502041032987,0.937074985776934
42100,18.6634373664856,1.54580245796882,0.92406342664184
42600,18.6790211200714,1.48603938639634,0.905716186741084
43100,18.9714975357056,1.48974605359207,0.908639413363474
43600,19.1184391975403,1.57103769902587,0.910224316831356
44100,19.0179193019867,1.4668449497705,0.892826273455591
