"sample_size","time.taken","RMSE","MAE"
NA,NA,NA,NA
100,3.42362761497498,4.20624334460543,3.16189391697617
600,21.0860304832458,2.43930716523949,1.73710165700119
1100,32.3881824016571,2.23509760278742,1.59773312563495
1600,32.2626178264618,2.45871468530875,1.70452963638168
2100,32.3561308383942,2.15635439437356,1.54631203902101
2600,32.1723918914795,2.18965269357971,1.54703468069119
3100,32.0309414863586,2.24263117623743,1.5784210992783
100,5.17371654510498,3.38674779366202,2.42439348970094
600,20.6391248703003,2.51195004980341,1.73513865684212
1100,32.1569347381592,2.40596841324441,1.68729259321126
1600,32.4134230613708,2.37836873978705,1.63053746273399
2100,32.4199974536896,2.33925288850799,1.61467495435913
2600,32.2517206668854,2.27934939045703,1.5903433844653
3100,32.0558619499207,2.2611417036852,1.57947134224342
100,5.04419732093811,3.2968311746833,2.3802775702532
600,20.9747889041901,2.53214515023218,1.73493791533788
1100,32.5653626918793,2.37606468376585,1.64820384228114
1600,32.392413854599,2.37290555461636,1.65634599382623
2100,32.2311198711395,2.30103812152466,1.5915635823566
2600,32.328654050827,2.32157467964924,1.61152592860441
3100,32.1700778007507,2.30791264209119,1.60480273208049
